id,name,time,creator,level,placeOfOrigin,museum,type,size,material,description,collectionUrl,imageUrl,name_tran,time_tran,creator_tran,level_tran,placeOfOrigin_tran,museum_tran,type_tran,size_tran,material_tran,description_tran
22775,汉玉壁形铜带钩,汉,无,三级,无,陕西博物馆,无,长7.5cm，0.047kg,铜器,无,https://www.sxhm.com/collections/detail/11112.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s64379275c8f3f.JPG,无,无,无,无,无,无,无,无,无,无
22776,汉虎形铜牌饰,汉,无,三级,无,陕西博物馆,无,长8.5cm，高2.8cm，0.036kg,铜器,无,https://www.sxhm.com/collections/detail/11113.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s6437928dcd722.JPG,无,无,无,无,无,无,无,无,无,无
22777,汉盘角羊形铜饰件,汉,无,一般,无,陕西博物馆,无,高3.8cm，宽3.2cm，0.010kg,铜器,无,https://www.sxhm.com/collections/detail/11114.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s643792bcc853b.JPG,无,无,无,无,无,无,无,无,无,无
22778,汉鎏金透空兽纹铜饰件,汉,无,一般,无,陕西博物馆,无,长20cm，0.134kg,铜器,无,https://www.sxhm.com/collections/detail/11115.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s643792d30f44b.JPG,无,无,无,无,无,无,无,无,无,无
22779,汉铜铺首,汉,无,三级,无,陕西博物馆,无,高7.1cm，宽8.2cm，0.141kg,铜器,无,https://www.sxhm.com/collections/detail/11116.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s643792ec74cf4.JPG,无,无,无,无,无,无,无,无,无,无
22780,汉熊形带钩,汉,无,三级,无,陕西博物馆,无,长9cm，0.045kg,铜器,无,https://www.sxhm.com/collections/detail/11117.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s64379303e5444.JPG,无,无,无,无,无,无,无,无,无,无
22781,汉鹿纹铜牌饰,汉,无,三级,无,陕西博物馆,无,长4.1cm，0.010kg,铜器,无,https://www.sxhm.com/collections/detail/11118.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s6437931f14684.JPG,无,无,无,无,无,无,无,无,无,无
22782,汉卧虎纹铜牌饰,汉,无,三级,无,陕西博物馆,无,长3.8cm，0.017kg,铜器,无,https://www.sxhm.com/collections/detail/11119.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s6437933a41799.JPG,无,无,无,无,无,无,无,无,无,无
22783,汉鹿纹铜牌饰,汉,无,三级,无,陕西博物馆,无,长4.1cm，宽1.9cm，0.109kg,铜器,无,https://www.sxhm.com/collections/detail/11120.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s64379350835d5.JPG,无,无,无,无,无,无,无,无,无,无
22784,汉蒜头铜扁壶,汉,无,二级,无,陕西博物馆,无,高28cm，腹围36cm，2.741kg,铜器,无,https://www.sxhm.com/collections/detail/11121.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s643793675cf58.JPG,无,无,无,无,无,无,无,无,无,无
22785,汉蛇首形铜带钩,汉,无,一般,无,陕西博物馆,无,长5.8cm，0.022kg,铜器,无,https://www.sxhm.com/collections/detail/11122.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s6437937e0e5b5.JPG,无,无,无,无,无,无,无,无,无,无
22786,汉提梁铜壶,汉,无,一般,无,陕西博物馆,无,高15.6cm，口径8cm，1.215kg,铜器,无,https://www.sxhm.com/collections/detail/11123.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s6437939690b47.JPG,无,无,无,无,无,无,无,无,无,无
22787,汉羊首纹铜带钩,汉,无,三级,无,陕西博物馆,无,长6.5cm，0.035kg,铜器,无,https://www.sxhm.com/collections/detail/11124.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s643793b3bab47.JPG,无,无,无,无,无,无,无,无,无,无
22788,汉鎏金铜铺首,汉,无,三级,无,陕西博物馆,无,高4.7cm，刃宽4.7cm，0.022kg,铜器,无,https://www.sxhm.com/collections/detail/11125.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s643793cbe85fc.JPG,无,无,无,无,无,无,无,无,无,无
22789,汉小铜薰炉,汉,无,一般,无,陕西博物馆,无,高4cm，口径3.3cm，8.000g,铜器,无,https://www.sxhm.com/collections/detail/11126.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s643793e4dacbf.JPG,无,无,无,无,无,无,无,无,无,无
22790,汉云纹小铜钫,汉,无,一般,无,陕西博物馆,无,通高16.7cm，口宽5.8cm，0.370kg,铜器,无,https://www.sxhm.com/collections/detail/11127.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s6437940570346.JPG,无,无,无,无,无,无,无,无,无,无
22791,汉长弧长内三穿铜戈,汉,无,三级,无,陕西博物馆,无,通长25cm，阑高12.5cm，0.248kg,铜器,无,https://www.sxhm.com/collections/detail/11128.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s6437943222702.JPG,无,无,无,无,无,无,无,无,无,无
22792,汉铜博山炉,汉,无,三级,无,陕西博物馆,无,通高11cm，底盘径10.2cm，0.357kg,铜器,无,https://www.sxhm.com/collections/detail/11129.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s643794489ada7.JPG,无,无,无,无,无,无,无,无,无,无
22793,汉铜蒜头壶,汉,无,三级,无,陕西博物馆,无,高37.5cm，口径3.1cm，1.865kg,铜器,无,https://www.sxhm.com/collections/detail/11130.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s64379468c5ae2.JPG,无,无,无,无,无,无,无,无,无,无
22794,汉铜釜甑,汉,无,三级,无,陕西博物馆,无,高18cm，口径19.2cm，1.299kg,铜器,无,https://www.sxhm.com/collections/detail/11131.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s64379484aaa46.JPG,无,无,无,无,无,无,无,无,无,无
22795,汉蟠螭纹铜带钩,汉,无,三级,无,陕西博物馆,无,通长13.2cm，0.046kg,铜器,无,https://www.sxhm.com/collections/detail/11132.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s643794a047487.JPG,无,无,无,无,无,无,无,无,无,无
22796,汉铜镞,汉,无,一般,无,陕西博物馆,无,长5.6cm，0.010kg,铜器,无,https://www.sxhm.com/collections/detail/11133.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s643794bc194d8.JPG,无,无,无,无,无,无,无,无,无,无
22797,汉鹰形铜带钩,汉,无,一般,无,陕西博物馆,无,长4.7cm，0.019kg,铜器,无,https://www.sxhm.com/collections/detail/11134.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s643795031aa4d.JPG,无,无,无,无,无,无,无,无,无,无
22798,汉铜铃,汉,无,三级,无,陕西博物馆,无,高6.3cm，0.084kg,铜器,无,https://www.sxhm.com/collections/detail/11135.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s6437953652d2c.JPG,无,无,无,无,无,无,无,无,无,无
22799,汉铜铃,汉,无,三级,无,陕西博物馆,无,高5.6cm，0.043kg,铜器,无,https://www.sxhm.com/collections/detail/11136.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s643795540cd52.JPG,无,无,无,无,无,无,无,无,无,无
22800,汉云纹铜饰件,汉,无,三级,无,陕西博物馆,无,高2.3cm，直径4.4cm，0.051kg,铜器,无,https://www.sxhm.com/collections/detail/11137.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s6437956ccae8e.JPG,无,无,无,无,无,无,无,无,无,无
22801,汉嵌错云纹铜带钩,汉,无,一般,无,陕西博物馆,无,通长6.7cm，0.029kg,铜器,无,https://www.sxhm.com/collections/detail/11138.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s64379588b44b1.JPG,无,无,无,无,无,无,无,无,无,无
22802,汉铜鍪,汉,无,一般,无,陕西博物馆,无,高12.8cm，口径15.6cm，1.050kg,铜器,无,https://www.sxhm.com/collections/detail/11139.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s643795a0ea313.JPG,无,无,无,无,无,无,无,无,无,无
22803,汉鎏金铜锺,汉,无,一般,无,陕西博物馆,无,通高34cm，口径16cm，5.600kg,铜器,无,https://www.sxhm.com/collections/detail/11140.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s643795b9227de.JPG,无,无,无,无,无,无,无,无,无,无
22804,汉嵌错云纹铜带钩,汉,无,一般,无,陕西博物馆,无,通长17.5cm，0.155kg,铜器,无,https://www.sxhm.com/collections/detail/11141.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s643795d4cc68d.JPG,无,无,无,无,无,无,无,无,无,无
22805,汉铜扁壶,汉,无,一般,无,陕西博物馆,无,高27.9cm，口径10.6cm，2.545kg,铜器,无,https://www.sxhm.com/collections/detail/11142.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s643795f6ed4ee.JPG,无,无,无,无,无,无,无,无,无,无
22806,汉铜盉,汉,无,二级,无,陕西博物馆,无,高16.5cm，长25.5cm，1.820kg,铜器,无,https://www.sxhm.com/collections/detail/11143.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s6437961c39b83.JPG,无,无,无,无,无,无,无,无,无,无
22807,汉马形透雕铜带饰,汉,无,二级,无,陕西博物馆,无,高4.5cm，宽8cm，0.050kg,铜器,无,https://www.sxhm.com/collections/detail/11144.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s643796386b490.JPG,无,无,无,无,无,无,无,无,无,无
22808,汉方格乳钉纹铜铃,汉,无,一般,无,陕西博物馆,无,高5.3cm，口宽6.9cm，0.026kg,铜器,无,https://www.sxhm.com/collections/detail/11145.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s643796cf2fd72.JPG,无,无,无,无,无,无,无,无,无,无
22809,清铜宣德炉,清,无,一般,无,陕西博物馆,无,口径8.8cm，高6.2cm，0.260kg,铜器,无,https://www.sxhm.com/collections/detail/11146.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s64379bebc5cb6.JPG,无,无,无,无,无,无,无,无,无,无
22810,清铜宣德炉,清,无,一般,无,陕西博物馆,无,口径12.5cm，高9cm，1.100kg,铜器,无,https://www.sxhm.com/collections/detail/11147.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s64379c0adb22a.JPG,无,无,无,无,无,无,无,无,无,无
22811,清螭耳方形铜香炉,清,无,一般,无,陕西博物馆,无,口横2.3cm，口纵2cm，高8.7cm，0.060kg,铜器,无,https://www.sxhm.com/collections/detail/11148.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s64379c2789047.JPG,无,无,无,无,无,无,无,无,无,无
22812,明荷花纹铜罐,明,无,一般,无,陕西博物馆,无,高31.6cm，口径28.4cm，10.563kg,铜器,无,https://www.sxhm.com/collections/detail/11149.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s64379c49728d1.JPG,无,无,无,无,无,无,无,无,无,无
22813,清象座龙首铜灯,清,无,一般,无,陕西博物馆,无,通高15.2cm，0.280kg,铜器,无,https://www.sxhm.com/collections/detail/11150.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s64379ca8b2182.jpg,无,无,无,无,无,无,无,无,无,无
22814,清蚕桑纹铜镜,清,无,未定级,无,陕西博物馆,无,直径5.1cm，0.040kg,铜器,无,https://www.sxhm.com/collections/detail/11151.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s64379cc96ceb6.jpg,无,无,无,无,无,无,无,无,无,无
22815,清鎏金人形足铜器座,清,无,一般,无,陕西博物馆,无,直径4cm，高1.5cm，0.002kg,铜器,无,https://www.sxhm.com/collections/detail/11152.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s64379ce83802a.jpg,无,无,无,无,无,无,无,无,无,无
22816,清铜麒麟,清,无,一般,无,陕西博物馆,无,长15.3cm，高8.5cm，0.443kg,铜器,无,https://www.sxhm.com/collections/detail/11153.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s64379d0227ffe.jpg,无,无,无,无,无,无,无,无,无,无
22817,清代钱币剑,清,无,一般,无,陕西博物馆,无,长74.5cm，最宽处14cm，1.020kg,铜器,无,https://www.sxhm.com/collections/detail/11154.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s64379d2310c23.JPG,无,无,无,无,无,无,无,无,无,无
22818,明代双耳铜炉,明,无,三级,无,陕西博物馆,无,高12.9cm，口径9.5cm，0.800kg,铜器,无,https://www.sxhm.com/collections/detail/11155.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s64379d3e6d7b3.JPG,无,无,无,无,无,无,无,无,无,无
22819,清代刻花葫芦形铜执壶,清,无,一般,无,陕西博物馆,无,高8.6cm，口径2cm，底径3.8cm，0.070kg,铜器,无,https://www.sxhm.com/collections/detail/11156.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s64379d5f180c9.JPG,无,无,无,无,无,无,无,无,无,无
22820,明铜镜,明,无,一般,无,陕西博物馆,无,直径7.9cm，0.090kg,铜器,无,https://www.sxhm.com/collections/detail/11157.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s64379d96a5374.jpg,无,无,无,无,无,无,无,无,无,无
22821,明五子登科镜,明,无,一般,无,陕西博物馆,无,直径10.9cm，0.139kg,铜器,无,https://www.sxhm.com/collections/detail/11158.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s64379db00a00c.jpg,无,无,无,无,无,无,无,无,无,无
22822,清铜瓶,清,无,一般,无,陕西博物馆,无,高14.8cm，边长5.3cm，0.607kg,铜器,无,https://www.sxhm.com/collections/detail/11159.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s64379dc8b7197.jpg,无,无,无,无,无,无,无,无,无,无
22823,清铜蒜头壶,清,无,一般,无,陕西博物馆,无,高42.5cm，口径6.4cm，4.452kg,铜器,无,https://www.sxhm.com/collections/detail/11160.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s64379de2a80cf.jpg,无,无,无,无,无,无,无,无,无,无
22824,清铜蒜头壶,清,无,一般,无,陕西博物馆,无,高42.5cm，口径6.4cm，4.663kg,铜器,无,https://www.sxhm.com/collections/detail/11161.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s64379dfc1f736.jpg,无,无,无,无,无,无,无,无,无,无
22825,清铜宣德炉,清,无,一般,无,陕西博物馆,无,高14cm，口径13.9cm，1.709kg,铜器,无,https://www.sxhm.com/collections/detail/11162.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s64379e175dc67.jpg,无,无,无,无,无,无,无,无,无,无
22826,清铜炉,清,无,一般,无,陕西博物馆,无,高7.5cm，口径10cm，0.505kg,铜器,无,https://www.sxhm.com/collections/detail/11163.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s64379e3252c42.jpg,无,无,无,无,无,无,无,无,无,无
22827,清铜鼎式炉,清,无,一般,无,陕西博物馆,无,高16.5cm，口径11.8cm，1.470kg,铜器,无,https://www.sxhm.com/collections/detail/11164.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s64379e4d0357c.jpg,无,无,无,无,无,无,无,无,无,无
22828,明飞鸟纹镜,明,无,一般,无,陕西博物馆,无,直径14.1cm，0.324kg,铜器,无,https://www.sxhm.com/collections/detail/11165.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s64379e65e96bc.jpg,无,无,无,无,无,无,无,无,无,无
22829,明双龙纹镜,明,无,一般,无,陕西博物馆,无,直径12.3cm，0.328kg,铜器,无,https://www.sxhm.com/collections/detail/11166.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s64379e802cf33.jpg,无,无,无,无,无,无,无,无,无,无
22830,明五子登科镜,明,无,一般,无,陕西博物馆,无,直径10.3cm，0.151kg,铜器,无,https://www.sxhm.com/collections/detail/11167.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s64379e9e83877.jpg,无,无,无,无,无,无,无,无,无,无
22831,明花卉纹铜镜,明,无,一般,无,陕西博物馆,无,直径9.2cm，0.125kg,铜器,无,https://www.sxhm.com/collections/detail/11168.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s64379eb7ee644.jpg,无,无,无,无,无,无,无,无,无,无
22832,清铜卧马摆件,清,无,一般,无,陕西博物馆,无,长5.4cm，宽2.5cm，高4.3cm，0.136kg,铜器,无,https://www.sxhm.com/collections/detail/11169.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s64379ed1d09b5.jpg,无,无,无,无,无,无,无,无,无,无
22833,"清""四季平安""铜鈡",清,无,一般,无,陕西博物馆,无,底径7.3cm，高8cm，0.172kg,铜器,无,https://www.sxhm.com/collections/detail/11170.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s64379eead2bd5.jpg,无,无,无,无,无,无,无,无,无,无
22834,清宣德炉,清,无,一般,无,陕西博物馆,无,直径6.8cm，宽7.5cm，高8.5cm，0.332kg,铜器,无,https://www.sxhm.com/collections/detail/11171.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s64379f020bdd9.jpg,无,无,无,无,无,无,无,无,无,无
22835,清铜熏炉,清,无,一般,无,陕西博物馆,无,边长8.6cm，高3.8cm，0.356kg,铜器,无,https://www.sxhm.com/collections/detail/11172.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s64379f1a4ca00.jpg,无,无,无,无,无,无,无,无,无,无
22836,清铜饰件,清,无,一般,无,陕西博物馆,无,直径3.7cm，高5.5cm，0.033kg,铜器,无,https://www.sxhm.com/collections/detail/11173.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s64379f33da83b.jpg,无,无,无,无,无,无,无,无,无,无
22837,清铜香炉,清,无,一般,无,陕西博物馆,无,高11.5cm，口径9.2cm，0.548kg,铜器,无,https://www.sxhm.com/collections/detail/11174.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s64379f4c68287.jpg,无,无,无,无,无,无,无,无,无,无
22838,清龙纹铜带钩,清,无,一般,无,陕西博物馆,无,长8cm，宽3.75cm，0.068kg,铜器,无,https://www.sxhm.com/collections/detail/11175.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s64379f6711ece.JPG,无,无,无,无,无,无,无,无,无,无
22839,清罗盘（附盖）,清,无,一般,无,陕西博物馆,无,直径6cm，0.062kg,铜器,无,https://www.sxhm.com/collections/detail/11176.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s64379f80e1462.JPG,无,无,无,无,无,无,无,无,无,无
22840,清罗盘,清,无,一般,无,陕西博物馆,无,长12cm，宽7.7cm，0.098kg,铜器,无,https://www.sxhm.com/collections/detail/11177.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s64379f99495bd.JPG,无,无,无,无,无,无,无,无,无,无
22841,清狮形铜熏炉,清,无,一般,无,陕西博物馆,无,通高17cm，口最大径6cm，1.060kg,铜器,无,https://www.sxhm.com/collections/detail/11178.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s64379fb2eca6d.JPG,无,无,无,无,无,无,无,无,无,无
22842,清蕉叶纹铜罍,清,无,一般,无,陕西博物馆,无,高54cm，口径22cm，18.490kg,铜器,无,https://www.sxhm.com/collections/detail/11179.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s64379fcd4f934.JPG,无,无,无,无,无,无,无,无,无,无
22843,清蕉叶纹铜罍,清,无,一般,无,陕西博物馆,无,高54.5cm，口径22.5cm，19.480kg,铜器,无,https://www.sxhm.com/collections/detail/11180.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s64379fe509756.JPG,无,无,无,无,无,无,无,无,无,无
22844,清云雷纹铜簋,清,无,一般,无,陕西博物馆,无,通高35.9cm，口径25.9cm，15.120kg,铜器,无,https://www.sxhm.com/collections/detail/11181.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s6437a0006f81f.JPG,无,无,无,无,无,无,无,无,无,无
22845,清弦纹铜鼎,清,无,一般,无,陕西博物馆,无,通高39.3cm，口径31cm，9.005kg,铜器,无,https://www.sxhm.com/collections/detail/11182.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s6437a018dc592.JPG,无,无,无,无,无,无,无,无,无,无
22846,清变形夔龙纹铜壶,清,无,一般,无,陕西博物馆,无,通高70cm，口径23cm，16.180kg,铜器,无,https://www.sxhm.com/collections/detail/11183.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s6437a03284316.JPG,无,无,无,无,无,无,无,无,无,无
22847,清变形夔龙纹铜壶,清,无,一般,无,陕西博物馆,无,通高70cm，口径23cm，17.710kg,铜器,无,https://www.sxhm.com/collections/detail/11184.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s6437a04addb33.JPG,无,无,无,无,无,无,无,无,无,无
22848,清兽面纹铜壶,清,无,三级,无,陕西博物馆,无,高60cm，口径19cm，22.520kg,铜器,无,https://www.sxhm.com/collections/detail/11185.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s6437a0634c67b.JPG,无,无,无,无,无,无,无,无,无,无
22849,清仿西周提梁铜卣,清,无,一般,无,陕西博物馆,无,通高10.7cm，口径6.6×5.2cm，0.868kg,铜器,无,https://www.sxhm.com/collections/detail/11186.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s6437a07b21bd0.JPG,无,无,无,无,无,无,无,无,无,无
22850,清仿西周提梁铜卣,清,无,一般,无,陕西博物馆,无,通高10.6cm，口径6.6×5.3cm，0.881kg,铜器,无,https://www.sxhm.com/collections/detail/11187.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s6437a096b259b.JPG,无,无,无,无,无,无,无,无,无,无
22851,清仿唐海兽葡萄纹铜镜,清,无,一般,无,陕西博物馆,无,直径12.3cm，0.441kg,铜器,无,https://www.sxhm.com/collections/detail/11188.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s6437a0b3010ef.JPG,无,无,无,无,无,无,无,无,无,无
22852,清云雷纹铜铃,清,无,一般,无,陕西博物馆,无,通高14.1cm，口径13.4cm，0.669kg,铜器,无,https://www.sxhm.com/collections/detail/11189.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s6437a0cc501d0.JPG,无,无,无,无,无,无,无,无,无,无
22853,清云雷纹铜香炉,清,无,一般,无,陕西博物馆,无,通高26.8cm，口径14.6cm，3.155kg,铜器,无,https://www.sxhm.com/collections/detail/11190.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s6437a0e56ec49.JPG,无,无,无,无,无,无,无,无,无,无
22854,清錾刻花卉纹铜宣德炉,清,无,一般,无,陕西博物馆,无,通高17.6cm，口径9.3cm，1.030kg,铜器,无,https://www.sxhm.com/collections/detail/11191.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s6437a0feb4476.JPG,无,无,无,无,无,无,无,无,无,无
22855,清兽面纹带盖铜方鼎,清,无,一般,无,陕西博物馆,无,通高23.2cm，口径17.3×13.4cm，4.460kg,铜器,无,https://www.sxhm.com/collections/detail/11192.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s6437a118e1c2b.JPG,无,无,无,无,无,无,无,无,无,无
22856,清铜觚,清,无,一般,无,陕西博物馆,无,高20cm，口径9.8cm，0.494kg,铜器,无,https://www.sxhm.com/collections/detail/11193.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s6437a13271830.JPG,无,无,无,无,无,无,无,无,无,无
22857,清竹下高士竹节形铜笔筒,清,无,一般,无,陕西博物馆,无,高21.1cm，口径7.3cm，1.294kg,铜器,无,https://www.sxhm.com/collections/detail/11194.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s6437a14b4490d.JPG,无,无,无,无,无,无,无,无,无,无
22858,清铜宣德炉,清,无,一般,无,陕西博物馆,无,口径5.7cm，高3cm，0.095kg,铜器,无,https://www.sxhm.com/collections/detail/11195.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s6437a16f6bfbd.JPG,无,无,无,无,无,无,无,无,无,无
22859,清铜宣德炉,清,无,一般,无,陕西博物馆,无,口径11.7cm，高8.5cm，0.940kg,铜器,无,https://www.sxhm.com/collections/detail/11196.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s6437a1894db5f.JPG,无,无,无,无,无,无,无,无,无,无
22860,清花卉纹铜瓶,清,无,一般,无,陕西博物馆,无,高18.4cm，口径4.4×3.7cm，0.407kg,铜器,无,https://www.sxhm.com/collections/detail/11197.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s6437a1a482789.JPG,无,无,无,无,无,无,无,无,无,无
22861,清兽面纹铜鼎,清,无,一般,无,陕西博物馆,无,通高26.8cm，口径17.5cm，4.085kg,铜器,无,https://www.sxhm.com/collections/detail/11198.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s6437a1bdf079c.JPG,无,无,无,无,无,无,无,无,无,无
22862,明喜生贵子铭文铜镜,明,无,三级,无,陕西博物馆,无,直径13cm，0.420kg,铜器,无,https://www.sxhm.com/collections/detail/11199.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s6437a1d6ed2f5.JPG,无,无,无,无,无,无,无,无,无,无
22863,明“五子登科”铭文铜镜,明,无,三级,无,陕西博物馆,无,直径17.8cm，0.704kg,铜器,无,https://www.sxhm.com/collections/detail/11200.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s6437a1f0a59ff.JPG,无,无,无,无,无,无,无,无,无,无
22864,明“宣德五年吴邦佐”款铜宣德炉,明,无,一般,无,陕西博物馆,无,高9.4cm，口径13cm，0.953kg,铜器,无,https://www.sxhm.com/collections/detail/11201.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s6437a209d46b4.JPG,无,无,无,无,无,无,无,无,无,无
22865,清鎏金虎钮铜镇,清,无,一般,无,陕西博物馆,无,高9.5cm，底宽7cm，1.375kg,铜器,无,https://www.sxhm.com/collections/detail/11202.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s6437a223e30ad.JPG,无,无,无,无,无,无,无,无,无,无
22866,清鎏金兽面纹铜匜,清,无,一般,无,陕西博物馆,无,高4.9cm，体长9.9cm，0.129kg,铜器,无,https://www.sxhm.com/collections/detail/11203.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s6437a23c579e3.JPG,无,无,无,无,无,无,无,无,无,无
22867,清仿建安铭龙纹铜镜,清,无,三级,无,陕西博物馆,无,直径31.9cm，3.316kg,铜器,无,https://www.sxhm.com/collections/detail/11204.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s6437a25b0c5ad.JPG,无,无,无,无,无,无,无,无,无,无
22868,明多宝纹铜镜,明,无,三级,无,陕西博物馆,无,直径10.9cm，0.180kg,铜器,无,https://www.sxhm.com/collections/detail/11205.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s6437a27690e45.JPG,无,无,无,无,无,无,无,无,无,无
22869,清蕉叶纹铜觚,清,无,一般,无,陕西博物馆,无,通高63.6cm，口宽47.5cm，20.650kg,铜器,无,https://www.sxhm.com/collections/detail/11206.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s6437a2969dd97.JPG,无,无,无,无,无,无,无,无,无,无
22870,清鎏金八仙过海铜投壶,清,无,一般,无,陕西博物馆,无,通高56cm，7.073kg,铜器,无,https://www.sxhm.com/collections/detail/11207.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s6437a2bc605b8.JPG,无,无,无,无,无,无,无,无,无,无
22871,清缠枝花卉纹狮钮铜宣德炉,清,无,一般,无,陕西博物馆,无,通高51cm，口径23.2cm，13.320kg,铜器,无,https://www.sxhm.com/collections/detail/11208.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s6437a2d38ae2c.JPG,无,无,无,无,无,无,无,无,无,无
22872,清人形足铜宣德炉,清,无,一般,无,陕西博物馆,无,通高39.8cm，口径23cm，10.435kg,铜器,无,https://www.sxhm.com/collections/detail/11209.html,https://www.sxhm.com/Uploads/Picture/2023/04/13/s6437a2ec640ec.JPG,无,无,无,无,无,无,无,无,无,无
